code,affinity,Kd/Ki,afftype
3vha,7.4,Kd=40nM,Kd
3zi0,7.4,Kd=0.04uM,Kd
4jyt,7.4,Ki=0.04uM,Ki
4jzi,7.4,Ki=0.04uM,Ki
4kn0,7.4,Kd=40nM,Kd
4qjo,7.4,Kd=40nM,Kd
4z83,7.4,Ki=40nM,Ki
1ik4,7.41,Ki=39nM,Ki
2q2a,7.41,Kd=0.039uM,Kd
3s5y,7.41,Ki=39.1nM,Ki
3zns,7.41,Ki=39nM,Ki
4p5z,7.41,Kd=39.3nM,Kd
4qpl,7.41,Kd=39nM,Kd
4wn5,7.41,Kd=39nM,Kd
1q5k,7.42,Ki=38nM,Ki
1t32,7.42,Ki=38nM,Ki
2pou,7.42,Ki=38nM,Ki
3ryy,7.42,Kd=38nM,Kd
3zm9,7.42,Kd=38nM,Kd
1b5j,7.43,Kd=37nM,Kd
2bak,7.43,Kd=37nM,Kd
2isw,7.43,Ki=37nM,Ki
3mmf,7.43,Ki=37nM,Ki
4o05,7.43,Ki=37nM,Ki
4qgd,7.43,Kd=37nM,Kd
1ciz,7.44,Ki=36nM,Ki
1qb9,7.44,Ki=36nM,Ki
1vzq,7.44,Ki=36nM,Ki
2f7o,7.44,Ki=0.036uM,Ki
2oxn,7.44,Ki=36nM,Ki
2r38,7.44,Ki=0.036uM,Ki
3znr,7.44,Ki=36nM,Ki
4avj,7.44,Kd=36.5nM,Kd
4m2v,7.44,Ki=36nM,Ki
1n0s,7.45,Kd=35.2nM,Kd
2ccb,7.45,Kd=35.76nM,Kd
3u7m,7.45,Ki=35.1nM,Ki
4azi,7.45,Kd=35.56nM,Kd
1sqo,7.46,Ki=0.035uM,Ki
1yei,7.46,Kd=35nM,Kd
1yej,7.46,Kd=35nM,Kd
2g71,7.46,Ki=35nM,Ki
2p53,7.46,Ki=35nM,Ki
3fed,7.46,Ki=34.6nM,Ki
3ocz,7.46,Ki=35nM,Ki
3t2w,7.46,Kd=35nM,Kd
4cpr,7.46,Ki=35nM,Ki
4dff,7.46,Ki=35nM,Ki
4q4o,7.46,Kd=34.3nM,Kd
1xh4,7.47,Kd=34nM,Kd
3own,7.47,Ki=34nM,Ki
5tmp,7.47,Kd=34nM,Kd
1iiq,7.48,Ki=33nM,Ki
1k6c,7.48,Kd=33nM,Kd
1u71,7.48,Ki=33nM,Ki
2qhy,7.48,Ki=33nM,Ki
2qwe,7.48,Ki=0.033uM,Ki
3l3l,7.48,Ki=33nM,Ki
3u92,7.48,Ki=32.8nM,Ki
2hhn,7.49,Ki=32nM,Ki
3m6r,7.49,Kd=32nM,Kd
3nyx,7.49,Ki=32nM,Ki
4emr,7.49,Kd=32.1nM,Kd
4l6t,7.49,Kd=32nM,Kd
4cpw,7.5,Ki=31.5nM,Ki
2vwo,7.51,Ki=31nM,Ki
3n2v,7.51,Ki=31nM,Ki
4hdp,7.51,Ki=30.9nM,Ki
4qf8,7.51,Kd=31nM,Kd
5byi,7.51,Ki=30.7nM,Ki
1bm7,7.52,Kd=30nM,Kd
1ivp,7.52,Ki=30nM,Ki
1lah,7.52,Kd=30nM,Kd
1lf2,7.52,Ki=30nM,Ki
1lke,7.52,Kd=30.2nM,Kd
1mmq,7.52,Ki=0.03uM,Ki
1uml,7.52,Ki=30nM,Ki
1zfq,7.52,Ki=30nM,Ki
2mas,7.52,Kd=30nM,Kd
3ekr,7.52,Ki=0.03uM,Ki
3hfb,7.52,Ki=0.03uM,Ki
3hmo,7.52,Kd=30.5nM,Kd
3l4u,7.52,Ki=0.03uM,Ki
3myq,7.52,Kd=30nM,Kd
4dq2,7.52,Ki=0.03uM,Ki
4f6w,7.52,Kd=0.03uM,Kd
4ty6,7.52,Ki=30nM,Ki
2f1g,7.54,Ki=29nM,Ki
4hu1,7.54,Kd=29nM,Kd
4qer,7.54,Kd=29nM,Kd
1k1j,7.55,Kd=28nM,Kd
1lpk,7.55,Ki=28nM,Ki
1tlp,7.55,Ki=28nM,Ki
1v0l,7.55,Ki=0.028uM,Ki
2oi0,7.55,Ki=28nM,Ki
2xj1,7.55,Kd=28nM,Kd
3b50,7.55,Kd=28nM,Kd
3ni5,7.55,Ki=28nM,Ki
3rz0,7.55,Kd=28nM,Kd
4asj,7.55,Kd=0.028uM,Kd
4ngn,7.55,Ki=28.1nM,Ki
5c8n,7.55,Ki=28nM,Ki
3cct,7.56,Kd=27.4nM,Kd
3suf,7.56,Ki=27.8nM,Ki
1d09,7.57,Ki=27nM,Ki
1qhc,7.57,Ki=27nM,Ki
2avs,7.57,Ki=27.0nM,Ki
2pyn,7.57,Kd=27nM,Kd
3cd0,7.57,Kd=26.9nM,Kd
3ipq,7.57,Ki=27nM,Ki
3ocp,7.57,Kd=27nM,Kd
3q6w,7.57,Kd=27nM,Kd
4crb,7.57,Ki=0.027uM,Ki
4fnn,7.57,Kd=27.2nM,Kd
4nvp,7.57,Kd=27nM,Kd
4pmm,7.57,Kd=27nM,Kd
3cda,7.58,Kd=26.3nM,Kd
2fdp,7.59,Ki=26nM,Ki
3p3s,7.59,Kd=26nM,Kd
3sap,7.59,Kd=26nM,Kd
3t5u,7.59,Ki=0.026uM,Ki
4cu7,7.59,Kd=26nM,Kd
1lpz,7.6,Ki=25nM,Ki
2o8h,7.6,Ki=25nM,Ki
2zmm,7.6,Ki=25nM,Ki
3ehx,7.6,Ki=25nM,Ki
3fh7,7.6,Kd=25nM,Kd
3gc4,7.6,Ki=25nM,Ki
3iph,7.6,Ki=25.1nM,Ki
3kr4,7.6,Ki=25nM,Ki
3liw,7.6,Ki=0.025uM,Ki
3p58,7.6,Ki=25.4nM,Ki
4m8h,7.6,Kd=25nM,Kd
4uyf,7.6,Kd=25nM,Kd
1ftm,7.61,Kd=24.8nM,Kd
3ibn,7.61,Ki=24.5nM,Ki
4g95,7.61,Ki=24.4nM,Ki
1fzq,7.62,Kd=24nM,Kd
1k6t,7.62,Kd=24nM,Kd
1yqy,7.62,Ki=24nM,Ki
2aoe,7.62,Ki=0.024uM,Ki
2p3c,7.62,Ki=24nM,Ki
2psu,7.62,Ki=24nM,Ki
2pvl,7.62,Ki=24nM,Ki
3be9,7.62,Ki=24nM,Ki
3o4k,7.62,Kd=24nM,Kd
4dbm,7.62,Kd=24nM,Kd
4uin,7.62,Kd=24nM,Kd
1c1r,7.63,Ki=0.0235uM,Ki
4avi,7.63,Kd=23.6nM,Kd
4x5z,7.63,Kd=23.6nM,Kd
1c1v,7.64,Ki=0.023uM,Ki
1uvt,7.64,Ki=0.023uM,Ki
2hl4,7.64,Ki=23nM,Ki
3d78,7.64,Kd=23nM,Kd
3fat,7.64,Kd=22.8nM,Kd
3h89,7.64,Ki=0.023uM,Ki
3hl7,7.64,Ki=23nM,Ki
3l0v,7.64,Ki=23nM,Ki
3sjf,7.64,Ki=23nM,Ki
4r73,7.64,Kd=23nM,Kd
4rpo,7.64,Kd=22.8nM,Kd
4ruz,7.64,Ki=23.1nM,Ki
966c,7.64,Ki=23nM,Ki
1f0r,7.66,Ki=22nM,Ki
1nny,7.66,Ki=22nM,Ki
1ppk,7.66,Ki=22nM,Ki
2cn0,7.66,Ki=22nM,Ki
2yme,7.66,Kd=22nM,Kd
4b74,7.66,Kd=0.022uM,Kd
4gq4,7.66,Kd=22nM,Kd
4oeu,7.66,Kd=22nM,Kd
4qev,7.66,Kd=22nM,Kd
2bpv,7.67,Ki=21.2nM,Ki
1o2q,7.68,Ki=0.021uM,Ki
1t4v,7.68,Ki=0.021uM,Ki
1w0z,7.68,Ki=21nM,Ki
2arm,7.68,Kd=21nM,Kd
2yln,7.68,Kd=0.021uM,Kd
3f8c,7.68,Kd=21nM,Kd
3miy,7.68,Kd=21nM,Kd
4cpz,7.68,Ki=20.85nM,Ki
4del,7.68,Kd=21.1nM,Kd
4ygf,7.68,Ki=21nM,Ki
1bai,7.7,Ki=20nM,Ki
1fzm,7.7,Kd=20nM,Kd
1gno,7.7,Ki=20nM,Ki
1izh,7.7,Ki=0.02uM,Ki
1mes,7.7,Ki=20nM,Ki
1oau,7.7,Kd=20nM,Kd
1oz0,7.7,Kd=20nM,Kd
1s39,7.7,Ki=20nM,Ki
1uou,7.7,Ki=20nM,Ki
2d1o,7.7,Ki=0.02uM,Ki
2hmu,7.7,Kd=20nM,Kd
2hmv,7.7,Kd=20nM,Kd
2ves,7.7,Ki=20nM,Ki
2zjw,7.7,Ki=0.02uM,Ki
3b7r,7.7,Ki=20nM,Ki
3ewc,7.7,Ki=20nM,Ki
3g0e,7.7,Kd=20nM,Kd
3i51,7.7,Ki=0.02uM,Ki
3p7i,7.7,Kd=19.9nM,Kd
3th9,7.7,Ki=20nM,Ki
4acc,7.7,Ki=20nM,Ki
4cpt,7.7,Ki=20nM,Ki
4e7r,7.7,Ki=0.02uM,Ki
4fsl,7.7,Ki=20nM,Ki
4o09,7.7,Ki=20nM,Ki
4tmk,7.7,Kd=20nM,Kd
3lk8,7.71,Kd=19.7nM,Kd
4mmp,7.71,Kd=19.7nM,Kd
1ajv,7.72,Ki=19.1nM,Ki
1cnw,7.72,Kd=19nM,Kd
1j4r,7.72,Ki=0.019uM,Ki
1oif,7.72,Kd=19nM,Kd
3el5,7.72,Kd=18.9nM,Kd
3vjc,7.72,Kd=18.9nM,Kd
4a4w,7.72,Kd=19nM,Kd
4egk,7.72,Kd=19nM,Kd
3ljg,7.73,Ki=18.6nM,Ki
1f0s,7.74,Ki=18nM,Ki
1j36,7.74,Ki=18nM,Ki
1lee,7.74,Ki=18nM,Ki
1nfu,7.74,Ki=18nM,Ki
1qbo,7.74,Ki=18nM,Ki
1rd4,7.74,Kd=18.3nM,Kd
1sbg,7.74,Ki=18nM,Ki
1txr,7.74,Ki=18nM,Ki
1usn,7.74,Ki=0.018uM,Ki
2v59,7.74,Kd=18nM,Kd
3b7u,7.74,Ki=18nM,Ki
3nb5,7.74,Ki=18nM,Ki
3tvc,7.74,Ki=18nM,Ki
4auj,7.74,Kd=18.3nM,Kd
4i71,7.74,Ki=18nM,Ki
4j22,7.74,Kd=18nM,Kd
4pp5,7.74,Kd=18nM,Kd
4x50,7.75,Kd=17.7nM,Kd
2ccc,7.76,Kd=17.57nM,Kd
2zpk,7.76,Kd=17.5nM,Kd
4hwp,7.76,Ki=17.2nM,Ki
4z2b,7.76,Ki=17.5nM,Ki
1xh9,7.77,Kd=17nM,Kd
2g70,7.77,Ki=17nM,Ki
2jh6,7.77,Ki=17nM,Ki
2qm9,7.77,Kd=17nM,Kd
3cyw,7.77,Ki=17nM,Ki
3dsz,7.77,Kd=17.1nM,Kd
3gm0,7.77,Kd=17nM,Kd
3mi2,7.77,Ki=17nM,Ki
3tzm,7.77,Ki=17nM,Ki
3uw4,7.77,Ki=0.017uM,Ki
4gzt,7.77,Ki=17.0nM,Ki
4lov,7.77,Kd=17.1nM,Kd
4pge,7.77,Kd=17nM,Kd
4rj8,7.77,Ki=17nM,Ki
4w9o,7.77,Ki=17nM,Ki
5cbm,7.77,Ki=17nM,Ki
4kni,7.78,Kd=16.7nM,Kd
4knn,7.78,Kd=16.7nM,Kd
2zwz,7.79,Kd=16.3nM,Kd
1v48,7.8,Ki=16nM,Ki
1x8t,7.8,Ki=16nM,Ki
2i19,7.8,Ki=16nM,Ki
2ra0,7.8,Ki=15.9nM,Ki
2wl0,7.8,Ki=16nM,Ki
3agl,7.8,Ki=16nM,Ki
3czv,7.8,Ki=16nM,Ki
4n6z,7.8,Ki=16nM,Ki
4pg9,7.8,Kd=16nM,Kd
4qem,7.8,Kd=16nM,Kd
4qjw,7.8,Kd=16nM,Kd
4w9p,7.8,Ki=16nM,Ki
4gr3,7.81,Ki=15.5nM,Ki
1b6h,7.82,Kd=0.015uM,Kd
1nf8,7.82,Kd=0.015uM,Kd
1njs,7.82,Ki=15nM,Ki
1nvs,7.82,Ki=15nM,Ki
2cf9,7.82,Ki=0.015uM,Ki
2j34,7.82,Ki=15nM,Ki
2jg0,7.82,Kd=15nM,Kd
2o4n,7.82,Kd=15nM,Kd
2ptz,7.82,Ki=15nM,Ki
2xbx,7.82,Ki=15nM,Ki
2xjg,7.82,Kd=15nM,Kd
3gcp,7.82,Kd=15nM,Kd
3n2p,7.82,Ki=15nM,Ki
3vx3,7.82,Kd=15nM,Kd
4k0y,7.82,Ki=15nM,Ki
4pp3,7.82,Kd=15nM,Kd
4qpd,7.82,Kd=15nM,Kd
4gr8,7.83,Ki=14.7nM,Ki
3cd7,7.84,Kd=14.3nM,Kd
3ibl,7.84,Ki=14.6nM,Ki
3n2u,7.84,Ki=14.3nM,Ki
3ttn,7.84,Kd=14.3nM,Kd
4gzp,7.84,Ki=14.3nM,Ki
1a94,7.85,Ki=14nM,Ki
1b8y,7.85,Ki=14nM,Ki
1cny,7.85,Kd=14nM,Kd
1laf,7.85,Kd=14nM,Kd
1lbf,7.85,Kd=0.014uM,Kd
1lst,7.85,Kd=14nM,Kd
2fle,7.85,Ki=14nM,Ki
2gv7,7.85,Ki=14nM,Ki
3c84,7.85,Kd=14nM,Kd
3dd8,7.85,Ki=14nM,Ki
3sut,7.85,Ki=14nM,Ki
3uw5,7.85,Ki=0.014uM,Ki
4ieh,7.85,Kd=14nM,Kd
4mc1,7.85,Ki=14nM,Ki
4r76,7.85,Ki=14nM,Ki
4rak,7.85,Ki=14nM,Ki
4x5r,7.85,Kd=14nM,Kd
4zl4,7.86,Kd=13.8nM,Kd
3ccw,7.87,Kd=13.5nM,Kd
1fzo,7.89,Kd=13nM,Kd
1gj7,7.89,Ki=0.013uM,Ki
1h2t,7.89,Kd=13nM,Kd
2ylc,7.89,Kd=13nM,Kd
2zn7,7.89,Ki=13nM,Ki
3c56,7.89,Ki=0.013uM,Ki
3hig,7.89,Ki=13nM,Ki
3rz5,7.89,Kd=13nM,Kd
4b5d,7.89,Ki=12.8nM,Ki
4g8m,7.89,Kd=12.8nM,Kd
4igt,7.89,Kd=12.8nM,Kd
4m8e,7.89,Kd=13nM,Kd
4ruy,7.89,Ki=12.8nM,Ki
4ytc,7.89,Ki=0.013uM,Ki
3cd5,7.9,Kd=12.7nM,Kd
1ajx,7.91,Ki=12.2nM,Ki
1b6j,7.92,Ki=12nM,Ki
1zfk,7.92,Ki=12nM,Ki
2jjb,7.92,Ki=12nM,Ki
2ovv,7.92,Ki=12nM,Ki
3d7z,7.92,Ki=12nM,Ki
3eft,7.92,Ki=12nM,Ki
3sbi,7.92,Kd=12nM,Kd
4a6c,7.92,Ki=12nM,Ki
4bcn,7.92,Ki=12nM,Ki
4cws,7.92,Ki=0.012uM,Ki
4hbm,7.92,Kd=12.0nM,Kd
4phu,7.92,Kd=12.04nM,Kd
4rux,7.92,Ki=12nM,Ki
5e1s,7.92,Kd=12nM,Kd
3daz,7.93,Ki=11.8nM,Ki
2ewa,7.94,Kd=11.5nM,Kd
3t85,7.95,Ki=11.3nM,Ki
3u7n,7.95,Ki=11.2nM,Ki
4b7j,7.95,Ki=11.1nM,Ki
4bxk,7.95,Ki=11.21nM,Ki
4knj,7.95,Kd=11.1nM,Kd
1epo,7.96,Ki=11nM,Ki
1g2k,7.96,Ki=11nM,Ki
1hvh,7.96,Ki=11nM,Ki
1qxl,7.96,Ki=11nM,Ki
2e1w,7.96,Ki=11nM,Ki
2p3a,7.96,Ki=11nM,Ki
2x8z,7.96,Ki=11nM,Ki
3a5y,7.96,Kd=11nM,Kd
3bgq,7.96,Ki=11nM,Ki
3ekw,7.96,Kd=10.9nM,Kd
3iww,7.96,Ki=11nM,Ki
3mhc,7.96,Ki=11nM,Ki
3r4p,7.96,Ki=11nM,Ki
4ap7,7.96,Ki=0.011uM,Ki
4k3n,7.96,Ki=11nM,Ki
4ngp,7.96,Ki=10.97nM,Ki
4r59,7.96,Ki=11nM,Ki
4y79,7.96,Ki=11nM,Ki
3oyq,7.99,Ki=10.3nM,Ki
1a4k,8.0,Kd=0.01uM,Kd
1b57,8.0,Ki=0.01uM,Ki
1dqn,8.0,Ki=10nM,Ki
1fkg,8.0,Ki=10nM,Ki
1gaf,8.0,Kd=10nM,Kd
1gai,8.0,Ki=10nM,Ki
1qin,8.0,Ki=10nM,Ki
1r0p,8.0,Kd=10nM,Kd
1rmz,8.0,Kd=10nM,Kd
1tkb,8.0,Ki=10nM,Ki
1vyg,8.0,Kd=10nM,Kd
1xws,8.0,Kd=10nM,Kd
1ypg,8.0,Ki=10nM,Ki
2e94,8.0,Ki=0.01uM,Ki
2hah,8.0,Ki=10nM,Ki
2vnt,8.0,Ki=9.9nM,Ki
2vwn,8.0,Ki=10nM,Ki
2xbw,8.0,Ki=10nM,Ki
3b92,8.0,Ki=10nM,Ki
3gkz,8.0,Kd=10nM,Kd
3gvu,8.0,Kd=10nM,Kd
3hs4,8.0,Ki=10nM,Ki
3hx3,8.0,Kd=10nM,Kd
3k97,8.0,Ki=10nM,Ki
3oy0,8.0,Ki=10.1nM,Ki
3sio,8.0,Ki=10nM,Ki
3t0x,8.0,Kd=10nM,Kd
3zcl,8.0,Ki=10.1nM,Ki
4a6l,8.0,Ki=10nM,Ki
4ehz,8.0,Ki=10nM,Ki
4ht0,8.0,Kd=10nM,Kd
4knm,8.0,Kd=10.0nM,Kd
4mo8,8.0,Ki=10.1nM,Ki
4o2c,8.0,Kd=10nM,Kd
4o9v,8.0,Ki=10nM,Ki
4poh,8.0,Kd=10nM,Kd
4x6i,8.0,Ki=10nM,Ki
4zx0,8.0,Ki=10nM,Ki
1v7a,8.01,Ki=9.8nM,Ki
2cc7,8.01,Kd=9.88nM,Kd
3vje,8.01,Kd=9.7nM,Kd
1b7h,8.02,Kd=0.0095uM,Kd
4uye,8.02,Kd=9.54nM,Kd
4yes,8.02,Ki=9.6nM,Ki
4elf,8.03,Ki=9.4nM,Ki
4x5y,8.03,Kd=9.3nM,Kd
4m2u,8.04,Ki=9.1nM,Ki
1hih,8.05,Ki=9nM,Ki
1vyf,8.05,Kd=9nM,Kd
2b9a,8.05,Kd=9nM,Kd
2bqv,8.05,Ki=9nM,Ki
2jkh,8.05,Ki=9nM,Ki
2xc4,8.05,Ki=9nM,Ki
2xxt,8.05,Kd=9.0nM,Kd
2y80,8.05,Ki=9nM,Ki
3ml2,8.05,Ki=9nM,Ki
3u8l,8.05,Ki=8.9nM,Ki
4b8y,8.05,Kd=9nM,Kd
4hdb,8.05,Ki=8.9nM,Ki
4q19,8.05,Ki=8.9nM,Ki
4rfd,8.05,Ki=8.9nM,Ki
4zhm,8.05,Ki=0.009uM,Ki
3dbu,8.06,Ki=8.8nM,Ki
3vbd,8.07,Ki=8.6nM,Ki
1siv,8.08,Ki=8.4nM,Ki
3ifl,8.08,Kd=8.4nM,Kd
2rkg,8.09,Ki=8.2nM,Ki
2yfx,8.09,Ki=8.2nM,Ki
3hub,8.09,Kd=8.2nM,Kd
3tu7,8.09,Ki=8.17nM,Ki
4elh,8.09,Ki=8.2nM,Ki
4loy,8.09,Ki=8.1nM,Ki
1erb,8.1,Kd=8nM,Kd
1fzj,8.1,Kd=8nM,Kd
1ghy,8.1,Ki=0.008uM,Ki
1l6m,8.1,Kd=7.9nM,Kd
1stc,8.1,Ki=8nM,Ki
1ype,8.1,Ki=8nM,Ki
2cf8,8.1,Ki=0.008uM,Ki
2e9u,8.1,Ki=7.94nM,Ki
2pvj,8.1,Ki=8nM,Ki
2vvu,8.1,Ki=8nM,Ki
3f15,8.1,Kd=7.88nM,Kd
4poj,8.1,Kd=8nM,Kd
4r74,8.1,Kd=8nM,Kd
4zj4,8.1,Ki=0.008uM,Ki
1ndz,8.11,Ki=7.7nM,Ki
1nvr,8.11,Ki=7.8nM,Ki
2pq9,8.11,Ki=7.8nM,Ki
4cp7,8.11,Ki=7.8nM,Ki
4v01,8.11,Kd=7.7nM,Kd
4z1j,8.11,Ki=7.7nM,Ki
1o5r,8.12,Ki=7.5nM,Ki
2yi0,8.12,Kd=7.5nM,Kd
2yk1,8.13,Kd=7.4nM,Kd
4pop,8.13,Kd=7.44nM,Kd
1g35,8.14,Ki=7.3nM,Ki
1yqj,8.14,Ki=7.3nM,Ki
3b4f,8.14,Ki=7.2nM,Ki
3ljz,8.14,Ki=7.3nM,Ki
3odu,8.14,Ki=7.3nM,Ki
3ryx,8.14,Kd=7.3nM,Kd
4buq,8.14,Kd=7.3nM,Kd
4isi,8.14,Ki=7.3nM,Ki
1fkh,8.15,Ki=7nM,Ki
1w5v,8.15,Ki=7.1nM,Ki
2d1n,8.15,Ki=7nM,Ki
2fxu,8.15,Kd=7nM,Kd
2jf4,8.15,Kd=7nM,Kd
2q1q,8.15,Ki=7nM,Ki
3bu1,8.15,Kd=7.1nM,Kd
3d8w,8.15,Ki=7.0nM,Ki
3i4b,8.15,Ki=7nM,Ki
3nxq,8.15,Ki=7nM,Ki
4loo,8.15,Kd=7nM,Kd
4ly9,8.15,Kd=7nM,Kd
4qiz,8.15,Kd=7.1nM,Kd
3g08,8.16,Kd=6.843nM,Kd
4elg,8.16,Ki=6.9nM,Ki
3rz8,8.17,Kd=6.7nM,Kd
4q09,8.17,Kd=6.7nM,Kd
4qjm,8.17,Kd=6.7nM,Kd
4z0q,8.17,Ki=6.8nM,Ki
2f80,8.18,Ki=6.6nM,Ki
3l3n,8.18,Ki=6.6nM,Ki
2r59,8.19,Ki=6.5nM,Ki
3hit,8.19,Ki=6.4nM,Ki
3roc,8.19,Ki=6.4nM,Ki
4mc2,8.19,Ki=6.4nM,Ki
5acy,8.19,Kd=6.4nM,Kd
5fl5,8.19,Ki=6.4nM,Ki
2jds,8.2,Ki=6.3nM,Ki
4gg7,8.2,Ki=6.3nM,Ki
4x5p,8.21,Kd=6.2nM,Kd
1efy,8.22,Ki=6nM,Ki
1h1d,8.22,Ki=6.0nM,Ki
1h1s,8.22,Ki=6nM,Ki
1w11,8.22,Ki=6nM,Ki
2vvv,8.22,Ki=6nM,Ki
2zcs,8.22,Ki=6nM,Ki
3d1y,8.22,Ki=6nM,Ki
3l3m,8.22,Ki=6nM,Ki
3le9,8.22,Ki=6nM,Ki
3v5t,8.22,Ki=6nM,Ki
3zbx,8.22,Ki=6nM,Ki
4h3g,8.22,Ki=6nM,Ki
4hym,8.22,Ki=6nM,Ki
4lko,8.22,Ki=6.0nM,Ki
5amg,8.22,Ki=6.0nM,Ki
3f16,8.23,Kd=5.91nM,Kd
4kfq,8.23,Kd=5.86nM,Kd
1ydb,8.24,Kd=5.8nM,Kd
3hll,8.24,Ki=5.8nM,Ki
4rfc,8.24,Ki=5.7nM,Ki
4x6m,8.24,Ki=5.8nM,Ki
4z1e,8.24,Ki=5.7nM,Ki
1c1u,8.25,Ki=0.0056uM,Ki
1g4o,8.25,Kd=5.6nM,Kd
2pbw,8.25,Ki=5.56nM,Ki
3ug2,8.25,Kd=5.6nM,Kd
2e2r,8.26,Kd=5.5nM,Kd
1wuq,8.27,Ki=0.0054uM,Ki
2cbj,8.27,Ki=5.4nM,Ki
3hek,8.27,Ki=5.4nM,Ki
4cps,8.27,Ki=5.4nM,Ki
4djy,8.27,Ki=5.4nM,Ki
3tt4,8.28,Ki=5.3nM,Ki
4oc2,8.28,Ki=5.3nM,Ki
4oc3,8.28,Ki=5.3nM,Ki
1a28,8.29,Ki=5.1nM,Ki
4bj8,8.29,Kd=5.13nM,Kd
1b6l,8.3,Ki=5nM,Ki
1qbq,8.3,Ki=5nM,Ki
1tom,8.3,Ki=5nM,Ki
2cen,8.3,Ki=5nM,Ki
2pvk,8.3,Ki=5nM,Ki
2rd6,8.3,Ki=5nM,Ki
2v95,8.3,Kd=5.0nM,Kd
3fqe,8.3,Ki=5nM,Ki
3gjw,8.3,Ki=5nM,Ki
3hku,8.3,Ki=5nM,Ki
3hvi,8.3,Ki=5nM,Ki
3jy0,8.3,Ki=5nM,Ki
3zps,8.3,Ki=5.0nM,Ki
4afg,8.3,Ki=5nM,Ki
4cwr,8.3,Ki=0.005uM,Ki
4o0b,8.3,Ki=5nM,Ki
3dc3,8.31,Ki=4.9nM,Ki
2gj5,8.32,Kd=4.74nM,Kd
2yi7,8.32,Kd=4.8nM,Kd
4gih,8.32,Ki=0.0048uM,Ki
4jwk,8.32,Kd=4.79nM,Kd
4pee,8.32,Ki=4.8nM,Ki
5c2a,8.32,Ki=4.8nM,Ki
1hwr,8.33,Ki=4.70nM,Ki
4z1k,8.33,Ki=4.7nM,Ki
1bzy,8.34,Kd=4.6nM,Kd
2qci,8.34,Ki=4.6nM,Ki
2xye,8.34,Ki=4.6nM,Ki
3npc,8.34,Kd=4.6nM,Kd
2uwd,8.35,Kd=4.5nM,Kd
3nu5,8.35,Ki=4.5nM,Ki
4bf6,8.35,Ki=4.5nM,Ki
4yml,8.35,Ki=4.5nM,Ki
1d4j,8.36,Ki=4.40nM,Ki
3d83,8.36,Ki=4.4nM,Ki
3kek,8.36,Ki=4.4nM,Ki
3r7o,8.36,Kd=4.4nM,Kd
2nmz,8.37,Ki=4.3nM,Ki
3t1a,8.37,Ki=4.3nM,Ki
4bao,8.37,Ki=4.29nM,Ki
4v24,8.37,Ki=4.3nM,Ki
4ye3,8.37,Ki=4.3nM,Ki
1k21,8.38,Ki=4.2nM,Ki
1mu6,8.38,Ki=4.2nM,Ki
3qkd,8.38,Kd=4.2nM,Kd
3zpu,8.38,Ki=4.2nM,Ki
4a6b,8.38,Ki=4.2nM,Ki
5d21,8.38,Kd=4.2nM,Kd
1lzq,8.39,Ki=4.1nM,Ki
1aaq,8.4,Ki=4.0nM,Ki
1fd0,8.4,Kd=4nM,Kd
1fq5,8.4,Ki=4.0nM,Ki
1fzk,8.4,Kd=4nM,Kd
1k22,8.4,Ki=4nM,Ki
1mtr,8.4,Ki=4nM,Ki
1w5x,8.4,Ki=4.0nM,Ki
1z1h,8.4,Ki=4nM,Ki
1zpa,8.4,Ki=4nM,Ki
2baj,8.4,Kd=4.0nM,Kd
2j95,8.4,Ki=4nM,Ki
2ovy,8.4,Ki=4nM,Ki
2uwl,8.4,Ki=4nM,Ki
2vsl,8.4,Ki=4nM,Ki
2y82,8.4,Ki=4nM,Ki
3d0e,8.4,Ki=4nM,Ki
3el9,8.4,Kd=4.00nM,Kd
3qxv,8.4,Kd=4nM,Kd
3str,8.4,Ki=3.96nM,Ki
3sww,8.4,Ki=4nM,Ki
3zxz,8.4,Ki=0.004uM,Ki
4aoi,8.4,Ki=0.004uM,Ki
4bck,8.4,Ki=4nM,Ki
4nh7,8.4,Ki=4nM,Ki
4ual,8.4,Ki=4nM,Ki
1e4h,8.41,Kd=3.9nM,Kd
1g48,8.41,Kd=3.9nM,Kd
1i9p,8.41,Kd=3.9nM,Kd
1i9q,8.41,Kd=3.9nM,Kd
1w96,8.41,Kd=3.9nM,Kd
1bwb,8.42,Ki=3.8nM,Ki
1i9o,8.42,Kd=3.8nM,Kd
4ksy,8.42,Kd=3.79nM,Kd
4wa9,8.42,Ki=3800pM,Ki
2za5,8.43,Ki=3.7nM,Ki
3nhi,8.43,Kd=3.7nM,Kd
3u7s,8.43,Ki=3.7nM,Ki
4y8x,8.43,Ki=3.7nM,Ki
2vc9,8.44,Kd=3.6nM,Kd
2xyf,8.44,Ki=3.6nM,Ki
4zae,8.44,Ki=3.6nM,Ki
3kdd,8.46,Kd=3.45nM,Kd
4css,8.46,Kd=3.5nM,Kd
2oag,8.47,Ki=3.4nM,Ki
3zln,8.47,Kd=3.4nM,Kd
1i9l,8.48,Kd=3.3nM,Kd
1i9m,8.48,Kd=3.3nM,Kd
1w5y,8.48,Ki=3.3nM,Ki
2hs1,8.48,Ki=3.3nM,Ki
2p3b,8.48,Ki=3.3nM,Ki
2r5p,8.48,Ki=3.3nM,Ki
2uxz,8.48,Ki=3.3nM,Ki
2yix,8.48,Kd=3.3nM,Kd
